device_id;user_id;device_type;os;browser;first_seen;is_trusted
9894;4376;Mobile;android;;08/07/2024;0
9895;3107;mobile;ios;Firefox;20/04/2023;0
9896;3317;Tablet;iOS;Firefox;28/09/2023;0
9897;4443;DESKTOP;iOS;Firefox;12/06/2023;yes
9898;2031;desktop;;chrome;28/08/2024;1
9899;1339;Mobile;Windows;chrome;28/07/2024;
9900;5499;Mobile;Windows;Edge;11/09/2023;yes
9901;1842;tablet;ios;SAFARI;25/03/2023;False
9902;127;DESKTOP;;Firefox;09/12/2023;no
9903;1973;Tablet;ios;Chrome;22/06/2023;0
9904;1054;desktop;Android;SAFARI;09/07/2023;1
9905;511;tablet;Windows;;26/10/2024;1
9906;1104;DESKTOP;android;;05/08/2024;
9907;2837;mobile;Android;Edge;17/04/2023;1
9908;1286;DESKTOP;Linux;Chrome;07/10/2024;0
9909;1752;mobile;Windows;SAFARI;18/01/2023;
9910;5272;Mobile;Linux;Firefox;26/04/2024;1
9911;3622;Tablet;ios;Edge;12/08/2023;
9912;1622;mobile;Linux;Safari;10/05/2023;yes
9913;3625;mobile;Windows;Chrome;23/06/2023;
9914;5533;tablet;Windows;SAFARI;29/11/2024;True
9915;308;mobile;android;;05/06/2024;False
9916;1918;DESKTOP;android;;02/09/2023;True
9917;1645;mobile;Windows;Chrome;22/02/2024;yes
9918;2926;Mobile;Linux;Chrome;06/01/2023;
9919;4850;mobile;Android;Firefox;28/11/2024;1
9920;4602;Mobile;MacOS;Edge;19/06/2024;0
9921;1361;DESKTOP;Linux;Firefox;07/10/2023;1
9922;2495;desktop;Windows;;13/08/2024;yes
9923;2522;Tablet;iOS;Edge;12/07/2023;
9924;5486;tablet;MacOS;;19/05/2024;0
9925;3635;DESKTOP;Android;Edge;14/07/2024;0
9926;3042;Mobile;ios;Safari;01/09/2023;no
9927;1160;mobile;android;chrome;02/03/2023;1
9928;1028;DESKTOP;;chrome;16/03/2024;1
9929;3670;mobile;Windows;Firefox;05/08/2023;
9930;298;tablet;ios;Chrome;19/09/2024;True
9931;3150;desktop;ios;Safari;13/11/2024;1
9932;5357;mobile;android;Safari;02/02/2024;yes
9933;3323;Tablet;Windows;;17/07/2023;True
9934;4619;mobile;Windows;chrome;24/06/2024;0
9935;4482;tablet;ios;Chrome;27/10/2023;
9936;4951;desktop;Windows;chrome;19/12/2023;0
9937;1696;desktop;ios;Edge;20/05/2023;1
9938;3159;DESKTOP;MacOS;Edge;19/02/2024;1
9939;368;DESKTOP;Linux;Safari;27/08/2024;
9940;1227;desktop;android;;26/02/2024;False
9941;104;Mobile;MacOS;;15/08/2024;yes
9942;21;mobile;Linux;Edge;22/10/2023;yes
9943;3255;Tablet;MacOS;chrome;03/10/2023;False
9944;4721;mobile;Linux;Chrome;13/09/2023;1
9945;484;DESKTOP;android;chrome;23/09/2024;0
9946;1513;DESKTOP;Linux;Edge;08/05/2023;
9947;3608;mobile;MacOS;Firefox;06/03/2024;0
9948;2337;Mobile;Linux;SAFARI;19/09/2023;no
9949;4876;DESKTOP;ios;;25/10/2024;1
9950;169;mobile;ios;Firefox;11/09/2024;1
9951;4596;Mobile;ios;;24/05/2024;
9952;4073;DESKTOP;MacOS;chrome;02/01/2023;1
9953;551;mobile;Windows;;28/04/2023;
9954;3716;desktop;;Safari;20/02/2024;True
9955;582;Mobile;Windows;SAFARI;27/08/2024;True
9956;4591;desktop;Linux;chrome;15/07/2023;True
9957;3383;Tablet;;;17/09/2023;0
9958;2940;Mobile;iOS;Firefox;12/05/2023;0
9959;1864;desktop;MacOS;Chrome;13/08/2024;yes
9960;5119;tablet;Windows;Firefox;08/07/2023;False
9961;2767;tablet;Android;Safari;18/10/2024;yes
9962;2186;Tablet;Linux;chrome;17/08/2024;no
9963;732;DESKTOP;MacOS;Chrome;03/05/2023;no
9964;5036;mobile;android;Safari;18/11/2024;1
9965;3454;DESKTOP;MacOS;Firefox;12/09/2023;
9966;1794;DESKTOP;;chrome;16/05/2023;0
9967;4059;DESKTOP;;SAFARI;11/02/2023;1
9968;336;Tablet;ios;Firefox;25/08/2023;0
9969;4502;desktop;Linux;Edge;13/09/2023;0
9970;2265;tablet;iOS;Edge;17/02/2023;0
9971;5311;desktop;Windows;Firefox;15/03/2023;1
9972;975;desktop;;;01/12/2024;yes
9973;1971;tablet;Android;SAFARI;09/02/2024;1
9974;2341;desktop;android;;17/05/2023;1
9975;5724;DESKTOP;android;Firefox;12/08/2023;0
9976;594;Tablet;Android;SAFARI;11/10/2023;1
9977;365;mobile;MacOS;SAFARI;26/04/2023;no
9978;5659;mobile;;chrome;11/08/2024;
9979;1011;Tablet;Android;Firefox;03/01/2023;no
9980;984;Tablet;Android;Chrome;29/10/2024;True
9981;5470;Mobile;Linux;Edge;04/08/2023;True
9982;2633;Mobile;Windows;Safari;24/04/2023;0
9983;2863;mobile;Android;Safari;15/01/2023;
9984;1377;tablet;android;Safari;28/02/2024;True
9985;3717;desktop;;Firefox;20/04/2023;yes
9986;2659;tablet;ios;Chrome;16/12/2023;no
9987;5899;tablet;Android;SAFARI;31/07/2023;
9988;3297;tablet;MacOS;chrome;02/04/2024;0
9989;3667;tablet;Android;;28/05/2023;True
9990;1009;desktop;;chrome;31/05/2023;no
9991;4719;mobile;;Chrome;25/10/2024;0
9992;5295;tablet;Android;Chrome;07/05/2023;yes
9993;1689;tablet;iOS;Safari;13/01/2024;True
9994;3945;Tablet;iOS;Firefox;29/11/2023;1
9995;507;desktop;;Safari;25/02/2024;0
9996;3744;Tablet;iOS;Edge;23/01/2024;1
9997;3540;desktop;ios;;06/11/2024;0
9998;5213;Mobile;android;;15/06/2024;0
9999;1044;mobile;ios;;27/11/2024;False
10000;4213;Mobile;iOS;Edge;09/10/2023;yes
10001;3093;mobile;ios;Edge;30/03/2024;0
10002;1705;mobile;Linux;Firefox;10/11/2024;0
10003;4435;desktop;;Chrome;26/07/2023;1
10004;862;tablet;iOS;chrome;12/10/2024;1
10005;2474;mobile;ios;chrome;30/05/2023;False
10006;13;DESKTOP;;;31/07/2023;0
10007;3697;Tablet;Android;Edge;03/02/2024;0
10008;3460;mobile;Android;SAFARI;28/12/2023;False
10009;2505;desktop;android;;12/07/2023;0
10010;3348;tablet;Windows;Safari;12/11/2024;1
10011;1330;Tablet;Windows;;09/11/2024;1
10012;4297;DESKTOP;Android;Chrome;06/09/2023;yes
10013;2595;Tablet;MacOS;Chrome;16/05/2024;0
10014;4542;tablet;Windows;Edge;15/05/2024;yes
10015;4791;tablet;iOS;SAFARI;08/10/2023;0
10016;2626;mobile;Android;Edge;23/03/2024;0
10017;140;DESKTOP;MacOS;;20/02/2023;1
10018;1326;DESKTOP;Linux;Safari;16/09/2023;yes
10019;4449;Tablet;;;04/01/2023;0
10020;3982;desktop;android;Safari;19/03/2024;True
10021;4251;mobile;MacOS;SAFARI;19/04/2024;True
10022;1235;desktop;;SAFARI;12/06/2023;no
10023;1976;mobile;Windows;;04/03/2023;
10024;5989;tablet;iOS;Firefox;03/03/2023;
10025;2792;Tablet;Android;;14/04/2024;
10026;3343;desktop;android;Edge;20/06/2024;yes
10027;5468;tablet;MacOS;;24/10/2023;
10028;336;mobile;android;Chrome;28/07/2023;0
10029;1727;DESKTOP;android;chrome;28/02/2024;
10030;4183;Mobile;iOS;Edge;24/04/2023;True
10031;4292;Tablet;ios;Safari;22/10/2023;False
10032;2604;Tablet;Android;SAFARI;25/05/2023;True
10033;987;desktop;Windows;Safari;18/10/2023;1
10034;3402;Mobile;ios;Edge;14/10/2023;True
10035;5849;mobile;MacOS;Chrome;01/07/2023;
10036;4608;tablet;;Chrome;12/03/2024;1
10037;2168;tablet;Android;Edge;15/01/2023;False
10038;2009;Mobile;ios;Firefox;29/04/2024;yes
10039;2674;Mobile;android;;26/06/2024;0
10040;2637;mobile;android;;08/03/2023;True
10041;3267;DESKTOP;Linux;chrome;23/08/2024;1
10042;1089;Tablet;Android;Firefox;10/04/2024;1
10043;428;desktop;Linux;SAFARI;23/12/2023;0
10044;4081;mobile;Linux;;07/11/2023;1
10045;3339;Tablet;Android;Firefox;21/10/2024;yes
10046;3474;tablet;Android;Chrome;18/08/2023;0
10047;4337;mobile;ios;;05/04/2024;0
10048;823;Mobile;Linux;Edge;25/07/2023;True
10049;4500;DESKTOP;;Edge;10/10/2023;1
10050;5142;desktop;iOS;;03/05/2024;False
10051;3156;DESKTOP;Linux;SAFARI;04/02/2024;1
10052;5197;DESKTOP;Windows;chrome;04/10/2023;yes
10053;5553;mobile;;;14/06/2023;
10054;2715;Tablet;Linux;;06/05/2024;0
10055;3281;Tablet;Windows;;14/08/2023;
10056;1616;mobile;;Firefox;24/03/2024;True
10057;621;Mobile;MacOS;Edge;17/05/2023;1
10058;4880;tablet;;Firefox;18/01/2023;1
10059;1655;desktop;Windows;chrome;29/08/2023;1
10060;1290;tablet;;chrome;22/10/2024;
10061;4491;tablet;ios;chrome;12/05/2024;True
10062;1601;tablet;Windows;chrome;29/01/2024;
10063;3791;Tablet;android;SAFARI;13/08/2023;1
10064;86;mobile;android;;18/07/2024;1
10065;1263;Tablet;ios;chrome;05/06/2024;True
10066;4423;DESKTOP;Android;;19/10/2024;1
10067;888;DESKTOP;android;SAFARI;29/05/2023;0
10068;3926;desktop;Windows;Chrome;23/04/2023;0
10069;3286;Tablet;iOS;Chrome;02/10/2023;1
10070;2553;tablet;android;;15/01/2024;False
10071;5654;Mobile;MacOS;Safari;18/06/2024;1
10072;2922;Tablet;android;Safari;18/09/2023;
10073;5266;Mobile;Windows;SAFARI;12/04/2023;False
10074;2954;Tablet;;SAFARI;06/10/2023;0
10075;2506;mobile;iOS;Safari;05/11/2024;yes
10076;702;mobile;Windows;Edge;12/06/2024;1
10077;3094;DESKTOP;MacOS;Safari;14/11/2023;
10078;3616;tablet;ios;Safari;18/02/2024;yes
10079;2045;Tablet;Linux;Edge;21/01/2023;
10080;4947;tablet;iOS;Firefox;06/03/2023;1
10081;5015;Mobile;Android;;03/08/2024;no
10082;2545;Mobile;iOS;Safari;20/04/2023;1
10083;5052;DESKTOP;;chrome;05/09/2023;True
10084;1275;mobile;Linux;Edge;17/10/2023;0
10085;2529;desktop;android;chrome;16/09/2023;False
10086;5777;DESKTOP;Windows;;08/09/2023;True
10087;3890;tablet;iOS;SAFARI;15/11/2024;0
10088;5489;tablet;;;23/07/2024;no
10089;4976;mobile;ios;Safari;20/09/2024;0
10090;82;Tablet;;Chrome;11/08/2024;yes
10091;5156;desktop;iOS;Edge;26/06/2024;1
10092;578;desktop;ios;chrome;07/07/2023;
10093;39;Tablet;Android;Edge;04/10/2024;0
10094;1207;desktop;Windows;SAFARI;23/05/2024;True
10095;119;desktop;MacOS;Safari;25/06/2024;yes
10096;2682;Tablet;ios;chrome;04/01/2023;1
10097;1259;Tablet;ios;Firefox;02/06/2023;1
10098;5950;tablet;android;;21/01/2023;yes
10099;2451;mobile;Linux;Firefox;02/12/2023;False
10100;2709;tablet;ios;chrome;21/07/2024;yes
10101;4527;Mobile;Linux;chrome;05/03/2024;0
10102;3964;Mobile;Linux;chrome;04/08/2024;no
10103;5782;Tablet;ios;Safari;16/12/2023;0
10104;5264;DESKTOP;Android;Safari;02/01/2023;False
10105;1701;DESKTOP;iOS;Chrome;07/05/2024;False
10106;4926;Tablet;ios;Chrome;18/07/2023;yes
10107;1507;desktop;Android;Chrome;11/07/2023;True
10108;1816;mobile;Linux;Safari;22/04/2023;True
10109;3444;mobile;Linux;SAFARI;10/11/2023;yes
10110;2564;tablet;Android;Firefox;11/03/2024;0
10111;3453;mobile;MacOS;chrome;15/09/2023;
10112;4034;Tablet;Linux;Firefox;06/10/2023;
10113;1002;mobile;Linux;Firefox;23/08/2024;False
10114;1220;Tablet;Android;Edge;24/07/2023;False
10115;2446;Mobile;;Firefox;05/10/2024;yes
10116;4923;desktop;MacOS;Safari;16/02/2024;1
10117;5232;mobile;ios;SAFARI;16/11/2024;True
10118;3160;Mobile;MacOS;Edge;08/09/2024;yes
10119;3273;DESKTOP;Windows;Edge;01/08/2024;False
10120;4980;desktop;Linux;Chrome;31/07/2024;0
10121;3993;desktop;Android;Edge;01/01/2024;no
10122;5943;Mobile;Windows;Edge;09/04/2023;False
10123;5907;Tablet;MacOS;;25/01/2024;False
10124;4162;tablet;MacOS;Edge;28/04/2024;True
10125;2976;tablet;android;chrome;01/10/2024;0
10126;2722;Mobile;Linux;Chrome;20/07/2023;no
10127;3399;tablet;;SAFARI;08/09/2023;False
10128;2001;desktop;android;SAFARI;29/11/2023;yes
10129;5012;desktop;Linux;Edge;16/02/2023;0
10130;2866;desktop;Linux;Firefox;11/12/2023;1
10131;2276;DESKTOP;ios;;01/01/2024;0
10132;2349;Mobile;Linux;Edge;27/04/2024;
10133;3279;DESKTOP;MacOS;Edge;04/09/2023;True
10134;3463;desktop;android;chrome;29/06/2024;False
10135;2568;Tablet;MacOS;Firefox;08/12/2023;no
10136;4599;mobile;Linux;Firefox;19/05/2024;no
10137;4722;tablet;Android;;22/08/2023;0
10138;5012;Mobile;Android;SAFARI;17/03/2024;1
10139;2563;Mobile;Linux;Chrome;29/07/2024;1
10140;399;Mobile;android;Safari;17/01/2023;True
10141;4777;desktop;ios;Safari;20/03/2023;
10142;3658;tablet;MacOS;chrome;16/04/2023;0
10143;1023;mobile;Android;chrome;01/08/2024;1
10144;530;DESKTOP;android;chrome;21/05/2023;1
10145;4380;desktop;Windows;Firefox;25/08/2023;False
10146;1557;desktop;ios;Edge;25/02/2024;
10147;755;tablet;Windows;SAFARI;14/02/2023;False
10148;5929;DESKTOP;Android;Edge;29/07/2023;True
10149;5724;Mobile;Windows;;23/04/2024;no
10150;3545;mobile;MacOS;SAFARI;27/02/2024;True
10151;2041;Tablet;Linux;Edge;01/07/2024;1
10152;3894;tablet;ios;Safari;16/03/2023;no
10153;657;DESKTOP;android;;16/04/2023;1
10154;2226;mobile;Linux;Edge;28/11/2024;1
10155;5281;mobile;Android;Chrome;15/07/2024;no
10156;4043;Mobile;MacOS;Edge;27/03/2024;0
10157;5517;Tablet;Linux;Safari;19/05/2023;False
10158;1702;DESKTOP;iOS;;15/08/2023;yes
10159;5283;Tablet;android;;08/08/2023;no
10160;3450;Mobile;MacOS;chrome;12/08/2023;1
10161;383;desktop;iOS;Chrome;15/01/2024;1
10162;5330;Mobile;android;Firefox;10/04/2023;no
10163;746;tablet;Windows;Firefox;07/02/2023;
10164;3818;Tablet;Android;;20/09/2023;0
10165;5890;Mobile;ios;Safari;12/01/2023;False
10166;3335;desktop;Windows;Chrome;24/08/2024;
10167;4886;DESKTOP;;Safari;23/02/2024;1
10168;3514;DESKTOP;Windows;Firefox;04/05/2023;1
10169;2413;desktop;Android;SAFARI;15/10/2023;1
10170;4733;tablet;MacOS;Safari;20/10/2024;1
10171;4766;desktop;Android;Chrome;25/08/2024;1
10172;834;Mobile;Linux;Firefox;05/04/2024;1
10173;4103;Tablet;;;03/08/2023;False
10174;79;DESKTOP;ios;Edge;06/04/2023;no
10175;4793;tablet;iOS;Chrome;15/12/2023;1
10176;3297;tablet;;Edge;31/08/2023;1
10177;855;desktop;Android;Safari;18/09/2024;0
10178;4589;DESKTOP;iOS;Firefox;02/05/2023;yes
10179;5314;Tablet;MacOS;SAFARI;06/04/2023;no
10180;2093;desktop;iOS;;14/09/2023;yes
10181;3376;Mobile;;Firefox;04/09/2024;1
10182;4962;Tablet;Android;SAFARI;03/07/2024;False
10183;4551;Mobile;Android;Firefox;06/10/2024;False
10184;1407;tablet;Android;Safari;04/09/2023;False
10185;617;Mobile;Windows;Firefox;15/02/2023;
10186;356;desktop;ios;;02/05/2024;
10187;4007;Mobile;Android;chrome;11/10/2023;False
10188;1070;Tablet;Linux;chrome;08/07/2024;1
10189;4723;DESKTOP;iOS;Edge;21/06/2023;True
10190;1350;Tablet;android;Firefox;04/11/2024;1
10191;1590;Mobile;Android;Edge;07/01/2023;0
10192;2768;tablet;iOS;;16/05/2024;
10193;1583;desktop;;Firefox;10/08/2023;False
10194;5359;desktop;android;Firefox;26/02/2024;0
10195;4638;mobile;;Edge;05/12/2023;0
10196;1975;tablet;Linux;Safari;13/04/2023;no
10197;2350;mobile;iOS;Chrome;01/04/2023;no
10198;2508;mobile;Android;chrome;30/05/2024;no
10199;4772;Tablet;android;SAFARI;19/08/2024;True
10200;4052;Tablet;;Firefox;23/08/2023;0
10201;4432;DESKTOP;iOS;Chrome;12/08/2024;1
10202;3600;tablet;Android;Chrome;12/10/2023;no
10203;5567;mobile;iOS;;01/01/2023;1
10204;5372;DESKTOP;Linux;Chrome;13/03/2024;
10205;3610;DESKTOP;ios;SAFARI;24/12/2023;no
10206;4584;Tablet;iOS;Firefox;01/01/2024;1
10207;4873;DESKTOP;ios;Chrome;08/04/2024;0
10208;1006;Tablet;Linux;Edge;23/07/2024;0
10209;3924;DESKTOP;Linux;Safari;18/06/2023;False
10210;2551;Tablet;Android;Safari;28/01/2023;0
10211;5010;Mobile;Android;SAFARI;10/04/2023;no
10212;5048;Mobile;;SAFARI;04/10/2024;False
10213;4454;Mobile;android;Firefox;08/08/2024;yes
10214;4715;mobile;Windows;Firefox;22/01/2023;0
10215;3712;mobile;;Firefox;14/11/2024;False
10216;1648;mobile;iOS;Safari;09/10/2023;1
10217;5022;tablet;iOS;Chrome;17/07/2023;no
10218;3780;tablet;Linux;Edge;26/06/2023;no
10219;1092;DESKTOP;MacOS;SAFARI;10/06/2023;0
10220;5039;desktop;android;Edge;28/08/2023;1
10221;1140;DESKTOP;Windows;SAFARI;16/02/2023;1
10222;487;mobile;iOS;Chrome;03/07/2023;0
10223;3950;desktop;ios;Chrome;20/07/2023;1
10224;4708;tablet;Linux;Edge;03/08/2023;1
10225;2405;desktop;ios;Firefox;22/07/2023;no
10226;272;desktop;;Chrome;16/05/2023;no
10227;4849;tablet;Windows;;30/10/2023;1
10228;1446;mobile;Linux;chrome;16/04/2024;1
10229;5710;mobile;Linux;chrome;04/03/2023;True
10230;2730;Mobile;MacOS;SAFARI;08/11/2024;1
10231;5571;Tablet;;Chrome;05/04/2024;0
10232;4727;Mobile;ios;Chrome;20/08/2023;yes
10233;1243;DESKTOP;Linux;chrome;25/09/2024;0
10234;2012;desktop;android;;18/05/2023;True
10235;587;tablet;MacOS;Safari;02/02/2023;1
10236;2782;DESKTOP;iOS;Edge;01/05/2023;0
10237;3438;Tablet;Windows;Edge;29/07/2023;no
10238;4792;Tablet;Windows;Chrome;11/01/2024;False
10239;2132;Mobile;ios;SAFARI;04/10/2024;1
10240;4235;desktop;MacOS;chrome;03/11/2023;0
10241;3595;Tablet;Windows;Safari;18/03/2024;
10242;2608;mobile;ios;chrome;07/06/2023;no
10243;1562;Mobile;ios;Safari;06/03/2023;True
10244;4098;DESKTOP;Linux;Chrome;12/06/2023;False
10245;859;Tablet;iOS;Chrome;30/04/2024;True
10246;5703;DESKTOP;android;Chrome;23/01/2024;0
10247;537;desktop;Linux;Edge;08/01/2023;True
10248;3834;mobile;android;chrome;25/06/2023;1
10249;3226;Mobile;Linux;Safari;19/01/2024;1
10250;209;desktop;Linux;SAFARI;05/02/2023;1
10251;659;mobile;Windows;Chrome;29/06/2024;False
10252;4289;Tablet;;Safari;29/06/2023;no
10253;5772;Mobile;android;chrome;01/12/2024;1
10254;2251;mobile;;Firefox;06/03/2024;False
10255;961;tablet;Windows;SAFARI;22/04/2023;False
10256;2304;mobile;;Chrome;28/03/2023;1
10257;2533;Mobile;ios;SAFARI;11/06/2023;no
10258;5410;Tablet;ios;SAFARI;05/08/2023;0
10259;4104;tablet;;Firefox;16/03/2023;0
10260;2056;Mobile;ios;Safari;07/06/2023;False
10261;2070;tablet;Android;Safari;01/03/2024;0
10262;2139;DESKTOP;ios;Firefox;22/04/2023;1
10263;3661;DESKTOP;ios;Safari;21/03/2024;False
10264;110;desktop;Linux;Chrome;23/08/2023;
10265;3712;Mobile;iOS;Firefox;20/06/2023;
10266;2324;tablet;Windows;Firefox;30/09/2023;0
10267;1905;Tablet;ios;Safari;16/06/2024;0
10268;126;mobile;android;chrome;22/07/2024;False
10269;1432;Mobile;iOS;Chrome;24/11/2024;
10270;1900;tablet;Android;chrome;27/06/2024;0
10271;1058;tablet;ios;Safari;28/08/2024;True
10272;3789;tablet;android;Firefox;22/08/2024;
10273;1963;mobile;Android;chrome;04/12/2023;no
10274;2212;Tablet;MacOS;chrome;08/04/2024;yes
10275;3467;tablet;iOS;SAFARI;11/06/2023;0
10276;5437;desktop;;;31/08/2024;1
10277;2136;DESKTOP;Linux;SAFARI;29/06/2024;1
10278;5670;desktop;Linux;Safari;07/11/2024;True
10279;5206;desktop;;;03/08/2024;1
10280;2604;desktop;ios;Safari;09/08/2023;
10281;1321;mobile;android;Edge;04/04/2024;False
10282;904;Mobile;iOS;Edge;11/03/2024;1
10283;3530;Mobile;iOS;Safari;26/06/2023;1
10284;3210;Mobile;Android;;17/09/2024;
10285;1356;tablet;iOS;;31/03/2024;0
10286;4274;DESKTOP;ios;Edge;13/10/2023;True
10287;4910;DESKTOP;ios;;20/11/2023;True
10288;3346;Mobile;android;Chrome;24/09/2023;0
10289;2993;Mobile;Windows;Chrome;12/09/2024;0
10290;405;desktop;Linux;Firefox;08/08/2023;False
10291;4000;desktop;Windows;;21/01/2023;no
10292;3361;desktop;;Safari;20/07/2023;no
10293;1906;DESKTOP;android;SAFARI;20/02/2024;False
10294;4480;mobile;;;30/10/2023;yes
10295;282;Mobile;;;20/01/2024;1
10296;5189;DESKTOP;Android;chrome;02/07/2024;0
10297;2001;Mobile;Linux;Safari;21/04/2024;1
10298;3032;DESKTOP;;Edge;04/04/2023;0
10299;2067;tablet;Android;;18/08/2024;0
10300;5913;Mobile;Windows;Firefox;29/04/2023;False
10301;336;Tablet;Linux;SAFARI;10/05/2023;
10302;3107;DESKTOP;;;25/02/2023;False
10303;1237;tablet;Windows;chrome;24/08/2023;1
10304;733;Mobile;ios;Safari;30/06/2024;True
10305;4510;DESKTOP;;Chrome;26/04/2023;0
10306;1171;desktop;Android;Chrome;27/07/2024;yes
10307;801;desktop;;chrome;05/05/2024;1
10308;2577;tablet;Android;Safari;09/02/2024;0
10309;5675;mobile;android;chrome;27/10/2024;1
10310;1698;Mobile;iOS;Safari;17/08/2024;1
10311;2060;desktop;iOS;Safari;19/05/2023;1
10312;446;desktop;Windows;;24/02/2023;1
10313;2494;Tablet;MacOS;Firefox;14/06/2024;no
10314;1280;Mobile;MacOS;chrome;04/07/2023;no
10315;5260;Mobile;MacOS;Edge;05/07/2024;True
10316;4300;tablet;ios;Edge;26/08/2023;
10317;303;tablet;MacOS;Firefox;10/05/2023;True
10318;4789;Tablet;Windows;Edge;04/09/2023;no
10319;3056;mobile;Android;;21/02/2023;False
10320;1145;desktop;MacOS;Chrome;04/06/2024;yes
10321;2823;DESKTOP;ios;Edge;13/09/2024;True
10322;904;Mobile;Windows;SAFARI;10/07/2024;0
10323;5851;DESKTOP;Windows;Firefox;17/03/2023;0
10324;945;desktop;Android;SAFARI;05/09/2023;yes
10325;1041;DESKTOP;iOS;SAFARI;05/07/2024;True
10326;270;desktop;Android;chrome;19/07/2024;1
10327;4468;DESKTOP;;SAFARI;27/03/2023;False
10328;3530;tablet;Linux;Edge;14/12/2023;1
10329;3029;mobile;;Edge;21/06/2024;1
10330;2841;DESKTOP;iOS;Firefox;04/07/2024;
10331;2377;DESKTOP;Linux;Safari;06/04/2023;0
10332;4490;desktop;Windows;Chrome;23/09/2023;
10333;62;DESKTOP;Windows;Chrome;25/09/2023;1
10334;4169;mobile;ios;SAFARI;07/12/2023;1
10335;1645;Tablet;;Firefox;16/07/2024;1
10336;2096;Tablet;iOS;Edge;20/05/2023;
10337;5597;DESKTOP;;Edge;02/07/2023;no
10338;3255;Tablet;iOS;SAFARI;15/02/2023;1
10339;5414;DESKTOP;ios;Firefox;13/03/2024;1
10340;1941;DESKTOP;Linux;chrome;17/05/2024;1
10341;2938;tablet;iOS;Chrome;30/07/2023;yes
10342;2102;DESKTOP;MacOS;SAFARI;24/05/2023;1
10343;1268;mobile;ios;Chrome;14/08/2023;1
10344;5497;tablet;Android;Chrome;13/10/2024;0
10345;4646;Tablet;iOS;Safari;02/04/2023;0
10346;5772;DESKTOP;Windows;Firefox;14/06/2024;0
10347;5230;mobile;;SAFARI;01/06/2023;yes
10348;1412;desktop;;Firefox;01/10/2024;0
10349;5874;Tablet;MacOS;Edge;28/03/2024;
10350;3518;Mobile;Android;Edge;15/03/2023;False
10351;4563;DESKTOP;MacOS;Edge;08/03/2024;yes
10352;4383;DESKTOP;MacOS;SAFARI;11/10/2024;0
10353;310;mobile;android;Safari;13/07/2024;1
10354;4397;Tablet;Android;SAFARI;24/03/2023;True
10355;2853;DESKTOP;iOS;Edge;26/11/2023;0
10356;4601;tablet;;Firefox;16/04/2024;False
10357;5283;Tablet;Android;Safari;18/06/2023;yes
10358;1163;Tablet;MacOS;chrome;28/11/2024;0
10359;59;mobile;;Chrome;10/10/2023;True
10360;4785;mobile;Linux;;12/12/2023;
10361;5929;mobile;Linux;;31/01/2023;no
10362;2687;Tablet;Windows;;03/02/2023;yes
10363;3688;Tablet;Windows;Firefox;12/01/2023;1
10364;1310;tablet;;;28/01/2023;
10365;2047;DESKTOP;;Firefox;11/11/2024;yes
10366;4829;Tablet;Android;Edge;25/01/2023;1
10367;2956;Mobile;;Edge;01/02/2023;
10368;1353;desktop;android;;27/03/2023;0
10369;5563;tablet;Android;;27/11/2023;1
10370;3142;Tablet;Linux;;18/06/2023;1
10371;5239;Tablet;MacOS;;14/10/2024;0
10372;114;mobile;android;Safari;22/08/2024;
10373;2367;Tablet;MacOS;Chrome;25/03/2023;0
10374;4009;desktop;Linux;Chrome;26/03/2023;0
10375;2500;DESKTOP;;Chrome;14/07/2023;False
10376;2793;mobile;android;chrome;07/05/2024;
10377;799;Mobile;;;11/04/2023;
10378;697;DESKTOP;Android;Chrome;25/03/2024;0
10379;213;Tablet;iOS;SAFARI;05/07/2024;yes
10380;3627;DESKTOP;MacOS;chrome;25/10/2024;False
10381;3742;mobile;MacOS;chrome;16/01/2024;True
10382;5056;Tablet;;Safari;28/02/2023;1
10383;2404;DESKTOP;Windows;chrome;07/10/2024;no
10384;4269;DESKTOP;Windows;chrome;11/09/2024;
10385;4003;Tablet;android;Safari;27/01/2023;yes
10386;3145;desktop;android;chrome;03/06/2023;1
10387;3346;Mobile;MacOS;Edge;28/12/2023;1
10388;2422;mobile;MacOS;Edge;17/11/2023;True
10389;1194;Mobile;Android;Chrome;24/01/2024;0
10390;4963;DESKTOP;Linux;chrome;19/11/2024;1
10391;5797;Tablet;;SAFARI;28/04/2023;0
10392;1527;Mobile;Android;SAFARI;31/05/2024;yes
10393;54;mobile;MacOS;SAFARI;23/10/2024;0
10394;5707;DESKTOP;Windows;;24/10/2023;1
10395;5826;mobile;ios;SAFARI;27/10/2023;yes
10396;4795;tablet;ios;Edge;25/09/2023;yes
10397;5947;desktop;Android;Firefox;13/06/2023;yes
10398;1868;Tablet;Linux;Safari;29/03/2023;True
10399;2838;Mobile;Android;Edge;12/07/2024;1
10400;2865;Mobile;iOS;chrome;01/06/2023;True
10401;3192;Tablet;ios;Safari;06/09/2024;1
10402;5110;DESKTOP;;Chrome;15/11/2024;0
10403;1909;Tablet;Windows;Firefox;13/08/2024;False
10404;5028;mobile;;;06/07/2024;True
10405;214;DESKTOP;ios;chrome;03/05/2024;0
10406;3464;desktop;iOS;Firefox;22/10/2023;True
10407;744;desktop;iOS;Safari;17/05/2024;yes
10408;1733;mobile;ios;Firefox;18/06/2024;0
10409;2712;desktop;;Safari;20/03/2023;0
10410;1514;mobile;ios;Firefox;04/06/2023;yes
